date,region,channel,product_category,customer_segment,revenue,units
2026-05-12,North America,Wholesale,Apparel,Consumer,731.46,24
2026-05-12,North America,Wholesale,Apparel,SMB,1144.84,28
2026-05-12,North America,Wholesale,Apparel,Enterprise,1030.21,34
2026-05-12,North America,Wholesale,Home Goods,Consumer,1145.58,30
2026-05-12,North America,Wholesale,Home Goods,SMB,513.05,21
2026-05-12,North America,Wholesale,Home Goods,Enterprise,432.22,21
2026-05-12,North America,Wholesale,Grocery,Consumer,1014.7,35
2026-05-12,North America,Wholesale,Grocery,SMB,1198.27,38
2026-05-12,North America,Wholesale,Grocery,Enterprise,982.16,53
2026-05-12,Europe,Retail,Electronics,Consumer,1430.94,36
2026-05-12,Europe,Retail,Electronics,SMB,739.61,28
2026-05-12,Europe,Retail,Electronics,Enterprise,615.26,16
2026-05-12,Europe,Retail,Apparel,Consumer,840.03,26
2026-05-12,Europe,Retail,Apparel,SMB,1182.31,29
2026-05-12,Europe,Retail,Apparel,Enterprise,1068.44,28
2026-05-12,Europe,Retail,Home Goods,Consumer,984.45,34
2026-05-12,Europe,Retail,Home Goods,SMB,599.35,23
2026-05-12,Europe,Retail,Home Goods,Enterprise,1340.35,29
2026-05-12,Europe,Retail,Grocery,Consumer,810.85,21
2026-05-12,Europe,Retail,Grocery,SMB,1175.9,36
2026-05-12,Europe,Retail,Grocery,Enterprise,1252.0,49
2026-05-12,Europe,Online,Electronics,Consumer,388.94,19
2026-05-12,Europe,Online,Electronics,SMB,607.11,31
2026-05-12,Europe,Online,Electronics,Enterprise,621.99,37
2026-05-12,Europe,Online,Apparel,Consumer,907.23,35
2026-05-12,Europe,Online,Apparel,SMB,1121.9,45
2026-05-12,Europe,Online,Apparel,Enterprise,1179.96,32
2026-05-12,Europe,Online,Home Goods,Consumer,1069.24,26
2026-05-12,Europe,Online,Home Goods,SMB,496.63,11
2026-05-12,Europe,Online,Home Goods,Enterprise,1279.02,29
2026-05-12,Europe,Online,Grocery,Consumer,855.43,22
2026-05-12,Europe,Online,Grocery,SMB,1420.56,34
2026-05-12,Europe,Online,Grocery,Enterprise,962.91,51
2026-05-12,Europe,Wholesale,Electronics,Consumer,748.05,20
2026-05-12,Europe,Wholesale,Electronics,SMB,955.74,23
2026-05-12,Europe,Wholesale,Electronics,Enterprise,940.07,31
2026-05-12,Europe,Wholesale,Apparel,Consumer,1039.48,32
2026-05-12,Europe,Wholesale,Apparel,SMB,557.53,19
2026-05-12,Europe,Wholesale,Apparel,Enterprise,534.59,15
2026-05-12,Europe,Wholesale,Home Goods,Consumer,518.03,17
2026-05-12,Europe,Wholesale,Home Goods,SMB,767.96,32
2026-05-12,Europe,Wholesale,Home Goods,Enterprise,768.78,17
2026-05-12,Europe,Wholesale,Grocery,Consumer,1167.03,47
2026-05-12,Europe,Wholesale,Grocery,SMB,665.72,18
2026-05-12,Europe,Wholesale,Grocery,Enterprise,517.11,14
2026-05-12,APAC,Retail,Electronics,Consumer,840.65,32
2026-05-12,APAC,Retail,Electronics,SMB,1268.55,75
2026-05-12,APAC,Retail,Electronics,Enterprise,1098.36,39
2026-05-12,APAC,Retail,Apparel,Consumer,504.85,23
2026-05-12,APAC,Retail,Apparel,SMB,779.16,31
2026-05-12,APAC,Retail,Apparel,Enterprise,832.0,25
2026-05-12,APAC,Retail,Home Goods,Consumer,673.0,26
2026-05-12,APAC,Retail,Home Goods,SMB,979.14,27
2026-05-12,APAC,Retail,Home Goods,Enterprise,981.14,25
2026-05-12,APAC,Retail,Grocery,Consumer,538.85,18
2026-05-12,APAC,Retail,Grocery,SMB,906.47,32
2026-05-12,APAC,Retail,Grocery,Enterprise,828.93,55
2026-05-12,APAC,Online,Electronics,Consumer,1002.49,28
2026-05-12,APAC,Online,Electronics,SMB,1217.68,64
2026-05-12,APAC,Online,Electronics,Enterprise,1133.74,26
2026-05-12,APAC,Online,Apparel,Consumer,495.39,21
2026-05-12,APAC,Online,Apparel,SMB,769.69,29
2026-05-12,APAC,Online,Apparel,Enterprise,691.49,16
2026-05-12,APAC,Online,Home Goods,Consumer,769.07,31
2026-05-12,APAC,Online,Home Goods,SMB,1091.78,30
2026-05-12,APAC,Online,Home Goods,Enterprise,963.06,26
2026-05-12,APAC,Online,Grocery,Consumer,599.41,39
2026-05-12,APAC,Online,Grocery,SMB,784.41,36
2026-05-12,APAC,Online,Grocery,Enterprise,754.65,21
2026-05-12,APAC,Wholesale,Electronics,Consumer,1428.68,36
2026-05-12,APAC,Wholesale,Electronics,SMB,658.71,14
2026-05-12,APAC,Wholesale,Electronics,Enterprise,562.99,32
2026-05-12,APAC,Wholesale,Apparel,Consumer,850.66,32
2026-05-12,APAC,Wholesale,Apparel,SMB,1111.0,45
2026-05-12,APAC,Wholesale,Apparel,Enterprise,1008.34,24
2026-05-12,APAC,Wholesale,Home Goods,Consumer,1152.99,30
2026-05-12,APAC,Wholesale,Home Goods,SMB,486.03,25
2026-05-12,APAC,Wholesale,Home Goods,Enterprise,1327.4,42
2026-05-12,APAC,Wholesale,Grocery,Consumer,854.31,56
2026-05-12,APAC,Wholesale,Grocery,SMB,1080.38,29
2026-05-12,APAC,Wholesale,Grocery,Enterprise,994.48,29
2026-05-13,North America,Retail,Electronics,Consumer,1065.67,29
2026-05-13,North America,Retail,Electronics,SMB,1386.14,33
2026-05-13,North America,Retail,Electronics,Enterprise,1268.73,33
2026-05-13,North America,Retail,Apparel,Consumer,590.04,18
2026-05-13,North America,Retail,Apparel,SMB,728.91,29
2026-05-13,North America,Retail,Apparel,Enterprise,900.44,46
2026-05-13,North America,Retail,Home Goods,Consumer,798.46,25
2026-05-13,North America,Retail,Home Goods,SMB,1120.9,33
2026-05-13,North America,Retail,Home Goods,Enterprise,905.84,25
2026-05-13,North America,Retail,Grocery,Consumer,548.73,13
2026-05-13,North America,Retail,Grocery,SMB,850.42,27
2026-05-13,North America,Retail,Grocery,Enterprise,767.71,25
2026-05-13,North America,Online,Electronics,Consumer,1020.07,61
2026-05-13,North America,Online,Electronics,SMB,376.02,8
2026-05-13,North America,Online,Electronics,Enterprise,1344.73,73
2026-05-13,North America,Online,Apparel,Consumer,567.68,18
2026-05-13,North America,Online,Apparel,SMB,794.52,17
2026-05-13,North America,Online,Apparel,Enterprise,752.56,16
2026-05-13,North America,Online,Home Goods,Consumer,838.43,20
2026-05-13,North America,Online,Home Goods,SMB,1070.3,33
2026-05-13,North America,Online,Home Goods,Enterprise,937.97,24
2026-05-13,North America,Online,Grocery,Consumer,659.9,15
2026-05-13,North America,Online,Grocery,SMB,888.66,52
2026-05-13,North America,Online,Grocery,Enterprise,806.09,35
2026-05-13,North America,Wholesale,Electronics,Consumer,452.05,11
2026-05-13,North America,Wholesale,Electronics,SMB,727.05,24
2026-05-13,North America,Wholesale,Electronics,Enterprise,610.43,22
2026-05-13,North America,Wholesale,Apparel,Consumer,840.5,23
2026-05-13,North America,Wholesale,Apparel,SMB,1286.07,38
2026-05-13,North America,Wholesale,Apparel,Enterprise,1169.77,50
2026-05-13,North America,Wholesale,Home Goods,Consumer,1086.38,51
2026-05-13,North America,Wholesale,Home Goods,SMB,553.23,14
2026-05-13,North America,Wholesale,Home Goods,Enterprise,404.95,11
2026-05-13,North America,Wholesale,Grocery,Consumer,907.32,22
2026-05-13,North America,Wholesale,Grocery,SMB,1191.02,33
2026-05-13,North America,Wholesale,Grocery,Enterprise,1106.46,29
2026-05-13,Europe,Retail,Electronics,Consumer,1316.4,74
2026-05-13,Europe,Retail,Electronics,SMB,662.6,23
2026-05-13,Europe,Retail,Electronics,Enterprise,545.09,22
2026-05-13,Europe,Retail,Apparel,Consumer,885.16,23
2026-05-13,Europe,Retail,Apparel,SMB,1137.3,31
2026-05-13,Europe,Retail,Apparel,Enterprise,1027.86,28
2026-05-13,Europe,Retail,Home Goods,Consumer,1192.32,38
2026-05-13,Europe,Retail,Home Goods,SMB,542.67,14
2026-05-13,Europe,Retail,Home Goods,Enterprise,1283.56,68
2026-05-13,Europe,Retail,Grocery,Consumer,838.16,21
2026-05-13,Europe,Retail,Grocery,SMB,1139.19,29
2026-05-13,Europe,Retail,Grocery,Enterprise,1274.11,80
2026-05-13,Europe,Online,Electronics,Consumer,408.95,24
2026-05-13,Europe,Online,Electronics,SMB,641.3,17
2026-05-13,Europe,Online,Electronics,Enterprise,595.59,20
2026-05-13,Europe,Online,Apparel,Consumer,849.21,32
2026-05-13,Europe,Online,Apparel,SMB,1025.61,39
2026-05-13,Europe,Online,Apparel,Enterprise,1075.27,47
2026-05-13,Europe,Online,Home Goods,Consumer,1176.58,32
2026-05-13,Europe,Online,Home Goods,SMB,497.46,22
2026-05-13,Europe,Online,Home Goods,Enterprise,1267.86,31
2026-05-13,Europe,Online,Grocery,Consumer,882.82,39
2026-05-13,Europe,Online,Grocery,SMB,1075.77,55
2026-05-13,Europe,Online,Grocery,Enterprise,1112.22,25
2026-05-13,Europe,Wholesale,Electronics,Consumer,764.62,18
2026-05-13,Europe,Wholesale,Electronics,SMB,921.7,24
2026-05-13,Europe,Wholesale,Electronics,Enterprise,874.55,31
2026-05-13,Europe,Wholesale,Apparel,Consumer,1221.4,33
2026-05-13,Europe,Wholesale,Apparel,SMB,560.58,21
2026-05-13,Europe,Wholesale,Apparel,Enterprise,509.77,16
2026-05-13,Europe,Wholesale,Home Goods,Consumer,525.73,13
2026-05-13,Europe,Wholesale,Home Goods,SMB,764.12,17
2026-05-13,Europe,Wholesale,Home Goods,Enterprise,738.81,25
2026-05-13,Europe,Wholesale,Grocery,Consumer,1192.65,50
2026-05-13,Europe,Wholesale,Grocery,SMB,608.39,19
2026-05-13,Europe,Wholesale,Grocery,Enterprise,485.58,31
2026-05-13,APAC,Retail,Electronics,Consumer,978.83,40
2026-05-13,APAC,Retail,Electronics,SMB,1351.81,40
2026-05-13,APAC,Retail,Electronics,Enterprise,1040.76,34
2026-05-13,APAC,Retail,Apparel,Consumer,523.3,13
2026-05-13,APAC,Retail,Apparel,SMB,838.82,22
2026-05-13,APAC,Retail,Apparel,Enterprise,841.17,37
2026-05-13,APAC,Retail,Home Goods,Consumer,795.36,36
2026-05-13,APAC,Retail,Home Goods,SMB,1020.35,40
2026-05-13,APAC,Retail,Home Goods,Enterprise,1030.87,23
2026-05-13,APAC,Retail,Grocery,Consumer,459.14,30
2026-05-13,APAC,Retail,Grocery,SMB,745.26,20
2026-05-13,APAC,Retail,Grocery,Enterprise,649.09,35
2026-05-13,APAC,Online,Electronics,Consumer,897.75,30
2026-05-13,APAC,Online,Electronics,SMB,1221.43,72
2026-05-13,APAC,Online,Electronics,Enterprise,1313.08,73
2026-05-13,APAC,Online,Apparel,Consumer,513.76,12
2026-05-13,APAC,Online,Apparel,SMB,858.69,23
2026-05-13,APAC,Online,Apparel,Enterprise,685.57,26
2026-05-13,APAC,Online,Home Goods,Consumer,763.59,42
2026-05-13,APAC,Online,Home Goods,SMB,1015.52,53
2026-05-13,APAC,Online,Home Goods,Enterprise,964.78,30
2026-05-13,APAC,Online,Grocery,Consumer,521.67,18
2026-05-13,APAC,Online,Grocery,SMB,865.95,37
2026-05-13,APAC,Online,Grocery,Enterprise,740.17,30
2026-05-13,APAC,Wholesale,Electronics,Consumer,1321.62,35
2026-05-13,APAC,Wholesale,Electronics,SMB,576.84,23
2026-05-13,APAC,Wholesale,Electronics,Enterprise,582.46,27
2026-05-13,APAC,Wholesale,Apparel,Consumer,860.04,22
2026-05-13,APAC,Wholesale,Apparel,SMB,1071.29,53
2026-05-13,APAC,Wholesale,Apparel,Enterprise,1022.3,35
2026-05-13,APAC,Wholesale,Home Goods,Consumer,970.7,22
2026-05-13,APAC,Wholesale,Home Goods,SMB,464.17,21
2026-05-13,APAC,Wholesale,Home Goods,Enterprise,1242.42,66
2026-05-13,APAC,Wholesale,Grocery,Consumer,906.17,45
2026-05-13,APAC,Wholesale,Grocery,SMB,1071.38,29
2026-05-13,APAC,Wholesale,Grocery,Enterprise,921.71,56
2026-05-14,North America,Retail,Electronics,Consumer,1054.27,59
2026-05-14,North America,Retail,Electronics,SMB,1219.55,54
2026-05-14,North America,Retail,Electronics,Enterprise,1157.17,32
2026-05-14,North America,Retail,Apparel,Consumer,622.77,27
2026-05-14,North America,Retail,Apparel,SMB,878.28,32
2026-05-14,North America,Retail,Apparel,Enterprise,791.07,27
2026-05-14,North America,Retail,Home Goods,Consumer,802.41,27
2026-05-14,North America,Retail,Home Goods,SMB,1019.19,26
2026-05-14,North America,Retail,Home Goods,Enterprise,1024.05,25
2026-05-14,North America,Retail,Grocery,Consumer,606.74,13
2026-05-14,North America,Retail,Grocery,SMB,972.66,37
2026-05-14,North America,Retail,Grocery,Enterprise,902.81,26
2026-05-14,North America,Online,Electronics,Consumer,954.68,41
2026-05-14,North America,Online,Electronics,SMB,369.39,9
2026-05-14,North America,Online,Electronics,Enterprise,1269.7,30
2026-05-14,North America,Online,Apparel,Consumer,585.33,20
2026-05-14,North America,Online,Apparel,SMB,968.63,24
2026-05-14,North America,Online,Apparel,Enterprise,896.02,35
2026-05-14,North America,Online,Home Goods,Consumer,876.21,43
2026-05-14,North America,Online,Home Goods,SMB,1114.67,34
2026-05-14,North America,Online,Home Goods,Enterprise,1055.61,66
2026-05-14,North America,Online,Grocery,Consumer,561.32,15
2026-05-14,North America,Online,Grocery,SMB,910.0,44
2026-05-14,North America,Online,Grocery,Enterprise,858.25,36
2026-05-14,North America,Wholesale,Electronics,Consumer,446.95,13
2026-05-14,North America,Wholesale,Electronics,SMB,711.74,31
2026-05-14,North America,Wholesale,Electronics,Enterprise,637.95,20
2026-05-14,North America,Wholesale,Apparel,Consumer,973.4,57
2026-05-14,North America,Wholesale,Apparel,SMB,1174.43,55
2026-05-14,North America,Wholesale,Apparel,Enterprise,1162.62,27
2026-05-14,North America,Wholesale,Home Goods,Consumer,1000.51,25
2026-05-14,North America,Wholesale,Home Goods,SMB,498.74,12
2026-05-14,North America,Wholesale,Home Goods,Enterprise,500.16,19
2026-05-14,North America,Wholesale,Grocery,Consumer,915.42,29
2026-05-14,North America,Wholesale,Grocery,SMB,993.94,33
2026-05-14,North America,Wholesale,Grocery,Enterprise,1156.31,43
2026-05-14,Europe,Retail,Electronics,Consumer,1334.78,61
2026-05-14,Europe,Retail,Electronics,SMB,720.99,17
2026-05-14,Europe,Retail,Electronics,Enterprise,612.02,13
2026-05-14,Europe,Retail,Apparel,Consumer,834.53,27
2026-05-14,Europe,Retail,Apparel,SMB,1178.14,26
2026-05-14,Europe,Retail,Apparel,Enterprise,733.65,40
2026-05-14,Europe,Retail,Home Goods,Consumer,1044.35,26
2026-05-14,Europe,Retail,Home Goods,SMB,439.64,10
2026-05-14,Europe,Retail,Home Goods,Enterprise,1621.25,75
2026-05-14,Europe,Retail,Grocery,Consumer,961.25,23
2026-05-14,Europe,Retail,Grocery,SMB,1187.53,29
2026-05-14,Europe,Retail,Grocery,Enterprise,1014.74,25
2026-05-14,Europe,Online,Electronics,Consumer,419.2,10
2026-05-14,Europe,Online,Electronics,SMB,747.37,20
2026-05-14,Europe,Online,Electronics,Enterprise,623.06,17
2026-05-14,Europe,Online,Apparel,Consumer,853.51,19
2026-05-14,Europe,Online,Apparel,SMB,1035.5,50
2026-05-14,Europe,Online,Apparel,Enterprise,1031.94,23
2026-05-14,Europe,Online,Home Goods,Consumer,1160.44,47
2026-05-14,Europe,Online,Home Goods,SMB,438.49,14
2026-05-14,Europe,Online,Home Goods,Enterprise,1362.79,63
2026-05-14,Europe,Online,Grocery,Consumer,911.65,29
2026-05-14,Europe,Online,Grocery,SMB,1374.57,65
2026-05-14,Europe,Online,Grocery,Enterprise,1097.84,58
2026-05-14,Europe,Wholesale,Electronics,Consumer,692.42,17
2026-05-14,Europe,Wholesale,Electronics,SMB,825.41,33
2026-05-14,Europe,Wholesale,Electronics,Enterprise,1030.17,24
2026-05-14,Europe,Wholesale,Apparel,Consumer,1198.24,31
2026-05-14,Europe,Wholesale,Apparel,SMB,613.95,14
2026-05-14,Europe,Wholesale,Apparel,Enterprise,429.52,16
2026-05-14,Europe,Wholesale,Home Goods,Consumer,542.87,30
2026-05-14,Europe,Wholesale,Home Goods,SMB,764.45,31
2026-05-14,Europe,Wholesale,Home Goods,Enterprise,740.01,17
2026-05-14,Europe,Wholesale,Grocery,Consumer,1245.6,32
2026-05-14,Europe,Wholesale,Grocery,SMB,650.68,32
2026-05-14,Europe,Wholesale,Grocery,Enterprise,501.38,11
2026-05-14,APAC,Retail,Electronics,Consumer,888.39,23
2026-05-14,APAC,Retail,Electronics,SMB,1018.67,46
2026-05-14,APAC,Retail,Electronics,Enterprise,1113.06,45
2026-05-14,APAC,Retail,Apparel,Consumer,497.54,13
2026-05-14,APAC,Retail,Apparel,SMB,864.39,19
2026-05-14,APAC,Retail,Apparel,Enterprise,791.14,18
2026-05-14,APAC,Retail,Home Goods,Consumer,588.19,13
2026-05-14,APAC,Retail,Home Goods,SMB,1181.64,73
2026-05-14,APAC,Retail,Home Goods,Enterprise,811.27,18
2026-05-14,APAC,Retail,Grocery,Consumer,475.36,21
2026-05-14,APAC,Retail,Grocery,SMB,674.63,35
2026-05-14,APAC,Retail,Grocery,Enterprise,689.87,18
2026-05-14,APAC,Online,Electronics,Consumer,969.33,48
2026-05-14,APAC,Online,Electronics,SMB,1515.0,36
2026-05-14,APAC,Online,Electronics,Enterprise,1290.37,37
2026-05-14,APAC,Online,Apparel,Consumer,549.25,13
2026-05-14,APAC,Online,Apparel,SMB,749.73,33
2026-05-14,APAC,Online,Apparel,Enterprise,743.05,43
2026-05-14,APAC,Online,Home Goods,Consumer,737.82,49
2026-05-14,APAC,Online,Home Goods,SMB,1060.02,39
2026-05-14,APAC,Online,Home Goods,Enterprise,930.07,22
2026-05-14,APAC,Online,Grocery,Consumer,424.39,14
2026-05-14,APAC,Online,Grocery,SMB,759.43,42
2026-05-14,APAC,Online,Grocery,Enterprise,802.06,27
2026-05-14,APAC,Wholesale,Electronics,Consumer,1368.98,38
2026-05-14,APAC,Wholesale,Electronics,SMB,596.76,30
2026-05-14,APAC,Wholesale,Electronics,Enterprise,665.96,27
2026-05-14,APAC,Wholesale,Apparel,Consumer,891.63,36
2026-05-14,APAC,Wholesale,Apparel,SMB,1149.45,57
2026-05-14,APAC,Wholesale,Apparel,Enterprise,1037.16,39
2026-05-14,APAC,Wholesale,Home Goods,Consumer,1045.97,24
2026-05-14,APAC,Wholesale,Home Goods,SMB,395.98,22
2026-05-14,APAC,Wholesale,Home Goods,Enterprise,1154.54,39
2026-05-14,APAC,Wholesale,Grocery,Consumer,803.39,50
2026-05-14,APAC,Wholesale,Grocery,SMB,1189.14,28
2026-05-14,APAC,Wholesale,Grocery,Enterprise,1050.83,53
2026-05-15,North America,Retail,Electronics,Consumer,1061.39,51
2026-05-15,North America,Retail,Electronics,SMB,1340.89,37
2026-05-15,North America,Retail,Electronics,Enterprise,1202.17,52
2026-05-15,North America,Retail,Apparel,Consumer,505.2,21
2026-05-15,North America,Retail,Apparel,SMB,862.72,26
2026-05-15,North America,Retail,Apparel,Enterprise,812.16,20
2026-05-15,North America,Retail,Home Goods,Consumer,837.61,30
2026-05-15,North America,Retail,Home Goods,SMB,1152.51,48
2026-05-15,North America,Retail,Home Goods,Enterprise,958.21,45
2026-05-15,North America,Retail,Grocery,Consumer,545.59,34
2026-05-15,North America,Retail,Grocery,SMB,911.0,52
2026-05-15,North America,Retail,Grocery,Enterprise,861.54,21
2026-05-15,North America,Online,Electronics,Consumer,991.53,33
2026-05-15,North America,Online,Electronics,SMB,433.3,12
2026-05-15,North America,Online,Electronics,Enterprise,1338.0,65
2026-05-15,North America,Online,Apparel,Consumer,614.68,14
2026-05-15,North America,Online,Apparel,SMB,813.74,35
2026-05-15,North America,Online,Apparel,Enterprise,846.61,29
2026-05-15,North America,Online,Home Goods,Consumer,814.59,48
2026-05-15,North America,Online,Home Goods,SMB,1157.13,30
2026-05-15,North America,Online,Home Goods,Enterprise,1002.88,39
2026-05-15,North America,Online,Grocery,Consumer,587.2,18
2026-05-15,North America,Online,Grocery,SMB,980.12,31
2026-05-15,North America,Online,Grocery,Enterprise,802.01,19
2026-05-15,North America,Wholesale,Electronics,Consumer,455.28,14
2026-05-15,North America,Wholesale,Electronics,SMB,667.31,16
2026-05-15,North America,Wholesale,Electronics,Enterprise,546.42,18
2026-05-15,North America,Wholesale,Apparel,Consumer,925.48,53
2026-05-15,North America,Wholesale,Apparel,SMB,1306.82,43
2026-05-15,North America,Wholesale,Apparel,Enterprise,1034.01,24
2026-05-15,North America,Wholesale,Home Goods,Consumer,1168.24,34
2026-05-15,North America,Wholesale,Home Goods,SMB,449.9,24
2026-05-15,North America,Wholesale,Home Goods,Enterprise,439.98,9
2026-05-15,North America,Wholesale,Grocery,Consumer,878.5,19
2026-05-15,North America,Wholesale,Grocery,SMB,1224.0,44
2026-05-15,North America,Wholesale,Grocery,Enterprise,1092.91,24
2026-05-15,Europe,Retail,Electronics,Consumer,968.7,28
2026-05-15,Europe,Retail,Electronics,SMB,751.59,18
2026-05-15,Europe,Retail,Electronics,Enterprise,603.69,14
2026-05-15,Europe,Retail,Apparel,Consumer,1008.73,59
2026-05-15,Europe,Retail,Apparel,SMB,1069.98,43
2026-05-15,Europe,Retail,Apparel,Enterprise,1126.75,48
2026-05-15,Europe,Retail,Home Goods,Consumer,912.04,23
2026-05-15,Europe,Retail,Home Goods,SMB,483.62,14
2026-05-15,Europe,Retail,Home Goods,Enterprise,1188.02,43
2026-05-15,Europe,Retail,Grocery,Consumer,869.62,44
2026-05-15,Europe,Retail,Grocery,SMB,1028.63,23
2026-05-15,Europe,Retail,Grocery,Enterprise,1015.65,23
2026-05-15,Europe,Online,Electronics,Consumer,386.36,16
2026-05-15,Europe,Online,Electronics,SMB,672.34,21
2026-05-15,Europe,Online,Electronics,Enterprise,584.94,22
2026-05-15,Europe,Online,Apparel,Consumer,920.96,31
2026-05-15,Europe,Online,Apparel,SMB,1124.41,48
2026-05-15,Europe,Online,Apparel,Enterprise,1059.97,54
2026-05-15,Europe,Online,Home Goods,Consumer,982.31,60
2026-05-15,Europe,Online,Home Goods,SMB,431.67,10
2026-05-15,Europe,Online,Home Goods,Enterprise,1261.5,33
2026-05-15,Europe,Online,Grocery,Consumer,929.41,21
2026-05-15,Europe,Online,Grocery,SMB,1181.05,29
2026-05-15,Europe,Online,Grocery,Enterprise,1086.3,45
2026-05-15,Europe,Wholesale,Electronics,Consumer,706.32,19
2026-05-15,Europe,Wholesale,Electronics,SMB,1092.46,60
2026-05-15,Europe,Wholesale,Electronics,Enterprise,959.22,21
2026-05-15,Europe,Wholesale,Apparel,Consumer,1143.76,40
2026-05-15,Europe,Wholesale,Apparel,SMB,579.37,21
2026-05-15,Europe,Wholesale,Apparel,Enterprise,466.17,13
2026-05-15,Europe,Wholesale,Home Goods,Consumer,515.58,12
2026-05-15,Europe,Wholesale,Home Goods,SMB,827.13,22
2026-05-15,Europe,Wholesale,Home Goods,Enterprise,724.88,18
2026-05-15,Europe,Wholesale,Grocery,Consumer,1009.96,33
2026-05-15,Europe,Wholesale,Grocery,SMB,606.87,20
2026-05-15,Europe,Wholesale,Grocery,Enterprise,545.97,28
2026-05-15,APAC,Retail,Electronics,Consumer,1041.8,65
2026-05-15,APAC,Retail,Electronics,SMB,1068.12,51
2026-05-15,APAC,Retail,Electronics,Enterprise,1250.14,55
2026-05-15,APAC,Retail,Apparel,Consumer,443.47,15
2026-05-15,APAC,Retail,Apparel,SMB,879.23,37
2026-05-15,APAC,Retail,Apparel,Enterprise,679.44,17
2026-05-15,APAC,Retail,Home Goods,Consumer,651.51,34
2026-05-15,APAC,Retail,Home Goods,SMB,1013.28,63
2026-05-15,APAC,Retail,Home Goods,Enterprise,877.15,43
2026-05-15,APAC,Retail,Grocery,Consumer,574.13,13
2026-05-15,APAC,Retail,Grocery,SMB,763.3,38
2026-05-15,APAC,Retail,Grocery,Enterprise,717.25,17
2026-05-15,APAC,Online,Electronics,Consumer,952.24,40
2026-05-15,APAC,Online,Electronics,SMB,1084.03,40
2026-05-15,APAC,Online,Electronics,Enterprise,1229.25,27
2026-05-15,APAC,Online,Apparel,Consumer,560.85,13
2026-05-15,APAC,Online,Apparel,SMB,739.33,32
2026-05-15,APAC,Online,Apparel,Enterprise,657.95,24
2026-05-15,APAC,Online,Home Goods,Consumer,841.11,22
2026-05-15,APAC,Online,Home Goods,SMB,1038.87,68
2026-05-15,APAC,Online,Home Goods,Enterprise,1045.4,31
2026-05-15,APAC,Online,Grocery,Consumer,504.26,33
2026-05-15,APAC,Online,Grocery,SMB,817.22,33
2026-05-15,APAC,Online,Grocery,Enterprise,858.49,19
2026-05-15,APAC,Wholesale,Electronics,Consumer,1205.32,45
2026-05-15,APAC,Wholesale,Electronics,SMB,611.07,23
2026-05-15,APAC,Wholesale,Electronics,Enterprise,584.34,16
2026-05-15,APAC,Wholesale,Apparel,Consumer,908.81,22
2026-05-15,APAC,Wholesale,Apparel,SMB,1082.88,35
2026-05-15,APAC,Wholesale,Apparel,Enterprise,1070.43,30
2026-05-15,APAC,Wholesale,Home Goods,Consumer,1103.33,32
2026-05-15,APAC,Wholesale,Home Goods,SMB,411.61,12
2026-05-15,APAC,Wholesale,Home Goods,Enterprise,1256.41,74
2026-05-15,APAC,Wholesale,Grocery,Consumer,887.25,19
2026-05-15,APAC,Wholesale,Grocery,SMB,1023.13,44
2026-05-15,APAC,Wholesale,Grocery,Enterprise,937.57,25
2026-05-16,North America,Retail,Electronics,Consumer,1070.46,54
2026-05-16,North America,Retail,Electronics,SMB,1244.2,32
2026-05-16,North America,Retail,Electronics,Enterprise,1373.84,35
2026-05-16,North America,Retail,Apparel,Consumer,529.6,16
2026-05-16,North America,Retail,Apparel,SMB,805.52,21
2026-05-16,North America,Retail,Apparel,Enterprise,710.99,20
2026-05-16,North America,Retail,Home Goods,Consumer,852.78,30
2026-05-16,North America,Retail,Home Goods,SMB,1083.93,40
2026-05-16,North America,Retail,Home Goods,Enterprise,1140.42,35
2026-05-16,North America,Retail,Grocery,Consumer,617.61,29
2026-05-16,North America,Retail,Grocery,SMB,875.64,28
2026-05-16,North America,Retail,Grocery,Enterprise,768.32,19
2026-05-16,North America,Online,Electronics,Consumer,1122.51,37
2026-05-16,North America,Online,Electronics,SMB,376.33,9
2026-05-16,North America,Online,Electronics,Enterprise,1342.87,65
2026-05-16,North America,Online,Apparel,Consumer,502.67,28
2026-05-16,North America,Online,Apparel,SMB,902.15,22
2026-05-16,North America,Online,Apparel,Enterprise,831.48,21
2026-05-16,North America,Online,Home Goods,Consumer,846.77,33
2026-05-16,North America,Online,Home Goods,SMB,1209.01,68
2026-05-16,North America,Online,Home Goods,Enterprise,937.22,38
2026-05-16,North America,Online,Grocery,Consumer,668.06,17
2026-05-16,North America,Online,Grocery,SMB,860.04,36
2026-05-16,North America,Online,Grocery,Enterprise,862.35,21
2026-05-16,North America,Wholesale,Electronics,Consumer,370.58,11
2026-05-16,North America,Wholesale,Electronics,SMB,743.33,17
2026-05-16,North America,Wholesale,Electronics,Enterprise,751.84,25
2026-05-16,North America,Wholesale,Apparel,Consumer,967.52,23
2026-05-16,North America,Wholesale,Apparel,SMB,1125.3,67
2026-05-16,North America,Wholesale,Apparel,Enterprise,1165.83,28
2026-05-16,North America,Wholesale,Home Goods,Consumer,1165.15,42
2026-05-16,North America,Wholesale,Home Goods,SMB,528.65,16
2026-05-16,North America,Wholesale,Home Goods,Enterprise,471.35,19
2026-05-16,North America,Wholesale,Grocery,Consumer,878.73,24
2026-05-16,North America,Wholesale,Grocery,SMB,1226.18,36
2026-05-16,North America,Wholesale,Grocery,Enterprise,1033.55,50
